Claim_ID,Age_Group,Income_Bracket,Settlement_Team,Policy_Type,Claim_Amount,Claim_Duration_Days,Premium_Amount,Num_Prior_Claims,Policy_Tenure_Years,Gender,Region,Settlement_Status
CLM00265,60+,Low (<30K),Team C,Whole Life,31372.68,63,1840.47,1,3,Female,South,Rejected
CLM00266,46-60,Middle (30K-70K),Team A,Auto,559888.11,12,4304.04,4,16,Female,Central,Settled
CLM00267,46-60,High (70K-150K),Team B,Auto,35229.65,63,1213.63,1,8,Female,East,Rejected
CLM00268,46-60,Middle (30K-70K),Team C,Term Life,4828.65,77,4585.44,1,24,Male,West,Rejected
CLM00269,31-45,Middle (30K-70K),Team C,Health,8034.41,92,840.59,3,7,Female,East,Rejected
CLM00270,31-45,Middle (30K-70K),Team C,Whole Life,7753.53,1,939.86,3,19,Female,North,Rejected
CLM00271,46-60,Middle (30K-70K),Team B,Term Life,1548.79,51,1334.76,1,14,Male,Central,Settled
CLM00272,46-60,High (70K-150K),Team A,Whole Life,8990.21,70,1878.63,1,15,Male,East,Settled
CLM00273,60+,Premium (150K+),Team C,Term Life,32189.48,8,261.59,0,17,Male,East,Rejected
CLM00274,60+,Premium (150K+),Team B,Health,2895.52,68,2610.87,2,21,Female,South,Rejected
CLM00275,31-45,High (70K-150K),Team D,Whole Life,47012.99,5,7097.33,0,1,Female,West,Settled
CLM00276,31-45,Middle (30K-70K),Team D,Health,23988.5,89,3044.27,2,6,Female,West,Settled
CLM00277,46-60,High (70K-150K),Team D,Term Life,5535.41,86,1527.62,0,23,Female,South,Settled
CLM00278,46-60,Middle (30K-70K),Team B,Whole Life,11272.99,92,759.25,0,15,Male,South,Settled
CLM00279,46-60,Middle (30K-70K),Team B,Term Life,90942.81,39,423.94,2,12,Male,North,Settled
CLM00280,46-60,High (70K-150K),Team C,Term Life,32217.25,23,485.7,1,21,Male,Central,Settled
CLM00281,60+,Low (<30K),Team B,Term Life,13501.29,68,1628.36,2,20,Male,West,Rejected
CLM00282,31-45,Premium (150K+),Team A,Term Life,10044.5,52,9754.93,2,2,Female,South,Settled
CLM00283,31-45,Middle (30K-70K),Team D,Health,14646.12,4,205.68,2,5,Female,South,Settled
CLM00284,18-30,High (70K-150K),Team D,Term Life,7229.2,47,3165.84,3,9,Female,Central,Settled
CLM00285,46-60,High (70K-150K),Team B,Whole Life,1068.81,21,1051.35,1,20,Male,South,Settled
CLM00286,18-30,Premium (150K+),Team A,Whole Life,154912.15,101,1382.44,2,14,Female,North,Settled
CLM00287,31-45,High (70K-150K),Team B,Auto,16097.03,56,853.92,2,18,Female,Central,Rejected
CLM00288,31-45,High (70K-150K),Team D,Auto,21542.36,105,605.5,1,22,Male,North,Settled
CLM00289,31-45,Low (<30K),Team D,Whole Life,12462.89,66,1999.21,2,8,Female,East,Rejected
CLM00290,46-60,Middle (30K-70K),Team A,Whole Life,5529.54,59,2231.08,1,2,Male,West,Settled
CLM00291,18-30,Low (<30K),Team A,Term Life,10688.15,7,3086.13,3,9,Female,South,Settled
CLM00292,18-30,High (70K-150K),Team D,Auto,1960.05,49,469.56,2,7,Female,Central,Settled
CLM00293,46-60,Middle (30K-70K),Team B,Term Life,205356.71,16,3637.96,2,18,Female,North,Settled
CLM00294,31-45,High (70K-150K),Team B,Term Life,3036.88,17,3690.24,2,16,Male,West,Rejected
CLM00295,18-30,Low (<30K),Team D,Term Life,3872.44,84,2539.18,1,21,Male,West,Settled
CLM00296,31-45,Low (<30K),Team A,Whole Life,7876.89,87,1291.08,0,5,Male,South,Rejected
CLM00297,46-60,High (70K-150K),Team C,Term Life,62673.3,98,2314.03,1,23,Female,West,Settled
CLM00298,31-45,Low (<30K),Team A,Health,13594.37,75,1590.24,4,15,Female,South,Settled
CLM00299,46-60,Low (<30K),Team B,Term Life,3030.97,34,3923.79,1,5,Male,East,Rejected
CLM00300,18-30,Low (<30K),Team D,Health,60186.66,33,1348.52,1,11,Female,South,Rejected
CLM00301,18-30,Premium (150K+),Team B,Term Life,32118.93,26,1971.24,1,22,Male,North,Settled
CLM00302,31-45,High (70K-150K),Team D,Term Life,25492.05,66,450.04,0,14,Male,West,Settled
CLM00303,31-45,Middle (30K-70K),Team C,Auto,31535.88,63,2308.24,0,19,Female,West,Settled
CLM00304,46-60,Middle (30K-70K),Team B,Term Life,236389.06,87,992.63,3,3,Female,West,Settled
CLM00305,46-60,Middle (30K-70K),Team A,Health,183893.83,41,2724.32,0,24,Male,South,Rejected
CLM00306,60+,High (70K-150K),Team B,Whole Life,5860.22,86,3397.31,1,10,Male,Central,Rejected
CLM00307,31-45,High (70K-150K),Team B,Term Life,93775.79,58,1109.9,1,6,Male,South,Rejected
CLM00308,31-45,Low (<30K),Team A,Auto,21158.6,98,1853.72,2,3,Male,North,Rejected
CLM00309,46-60,Low (<30K),Team B,Term Life,24316.61,79,2078.9,1,2,Female,South,Rejected
CLM00310,31-45,Low (<30K),Team B,Auto,1753.34,10,2427.1,2,13,Female,West,Settled
CLM00311,31-45,High (70K-150K),Team C,Term Life,10889.31,15,3401.21,1,18,Male,East,Settled
CLM00312,18-30,High (70K-150K),Team C,Auto,5037.23,42,3063.18,0,2,Male,North,Settled
CLM00313,18-30,Middle (30K-70K),Team C,Term Life,36086.37,93,1334.2,0,15,Female,East,Settled
CLM00314,60+,Low (<30K),Team A,Whole Life,48305.3,57,6494.15,2,5,Female,North,Rejected
CLM00315,46-60,Low (<30K),Team A,Health,1108.34,87,3299.71,3,15,Female,North,Rejected
CLM00316,46-60,Premium (150K+),Team C,Auto,13011.1,17,5564.24,2,21,Male,West,Settled
CLM00317,31-45,Middle (30K-70K),Team B,Auto,51340.43,60,2385.98,0,17,Female,South,Rejected
CLM00318,18-30,High (70K-150K),Team A,Health,10678.47,9,2501.5,0,2,Male,West,Settled
CLM00319,18-30,High (70K-150K),Team D,Auto,32044.36,114,1646.24,3,18,Female,West,Settled
CLM00320,31-45,Middle (30K-70K),Team C,Term Life,20361.45,36,1267.73,3,15,Female,West,Settled
CLM00321,31-45,Low (<30K),Team B,Term Life,20130.52,73,3945.26,1,20,Male,East,Rejected
CLM00322,46-60,Low (<30K),Team A,Term Life,9647.19,80,2234.28,2,23,Male,North,Rejected
CLM00323,46-60,High (70K-150K),Team C,Whole Life,3102.93,36,1627.42,1,3,Male,Central,Settled
CLM00324,31-45,High (70K-150K),Team C,Whole Life,3477.83,48,797.83,1,5,Male,South,Settled
CLM00325,60+,High (70K-150K),Team C,Whole Life,31295.29,51,6273.52,2,11,Male,West,Rejected
CLM00326,46-60,Middle (30K-70K),Team C,Term Life,13675.35,97,1978.51,2,9,Female,North,Rejected
CLM00327,46-60,Low (<30K),Team D,Health,11313.88,119,677.64,4,5,Male,South,Rejected
CLM00328,46-60,Premium (150K+),Team B,Term Life,8033.15,95,1929.74,3,1,Female,Central,Settled
CLM00329,31-45,High (70K-150K),Team A,Whole Life,9262.91,70,1539.58,2,14,Female,Central,Rejected
CLM00330,31-45,Middle (30K-70K),Team C,Whole Life,46924.45,74,1489.87,1,5,Female,West,Rejected
CLM00331,31-45,Premium (150K+),Team C,Health,8934.78,80,2866.96,3,8,Male,Central,Settled
CLM00332,46-60,High (70K-150K),Team C,Health,2672.37,68,1541.28,0,21,Male,Central,Rejected
CLM00333,18-30,Middle (30K-70K),Team A,Health,32610.26,118,1416.01,3,14,Male,South,Rejected
CLM00334,18-30,High (70K-150K),Team A,Term Life,10447.81,22,5377.2,1,16,Male,South,Settled
CLM00335,18-30,High (70K-150K),Team D,Whole Life,13872.66,77,449.59,0,6,Female,West,Settled
CLM00336,18-30,High (70K-150K),Team C,Term Life,91958.62,80,1735.23,2,8,Male,North,Rejected
CLM00337,60+,Low (<30K),Team D,Whole Life,13034.14,116,3801.24,1,2,Male,West,Rejected
CLM00338,46-60,Middle (30K-70K),Team C,Whole Life,18901.95,93,2985.57,0,19,Male,East,Settled
CLM00339,31-45,Premium (150K+),Team C,Term Life,3246.37,6,4088.93,0,9,Female,Central,Rejected
CLM00340,18-30,Low (<30K),Team C,Term Life,10263.99,26,9111.18,1,5,Male,North,Settled
CLM00341,31-45,Middle (30K-70K),Team D,Auto,27762.22,75,7038.58,1,5,Male,South,Rejected
CLM00342,31-45,Middle (30K-70K),Team C,Auto,2066.38,88,717.36,1,19,Male,East,Rejected
CLM00343,18-30,Middle (30K-70K),Team C,Whole Life,17000.77,93,498.42,3,4,Female,East,Settled
CLM00344,31-45,High (70K-150K),Team A,Term Life,15077.36,3,2348.38,1,16,Female,Central,Settled
CLM00345,31-45,Premium (150K+),Team B,Term Life,14038.31,52,611.98,0,16,Male,South,Rejected
CLM00346,46-60,Low (<30K),Team C,Whole Life,46378.47,74,387.15,2,16,Female,North,Rejected
CLM00347,46-60,Low (<30K),Team B,Auto,19956.82,60,2328.53,3,7,Male,South,Rejected
CLM00348,18-30,Low (<30K),Team A,Term Life,78722.66,63,2845.9,1,18,Male,Central,Rejected
CLM00349,31-45,Premium (150K+),Team B,Health,4054.95,65,7107.55,3,24,Male,East,Rejected
CLM00350,46-60,High (70K-150K),Team A,Term Life,15726.61,52,3343.4,1,21,Female,Central,Settled
CLM00351,31-45,Middle (30K-70K),Team A,Auto,14784.88,107,8397.15,3,1,Female,West,Settled
CLM00352,60+,High (70K-150K),Team B,Whole Life,3702.99,90,2402.93,1,3,Male,East,Rejected
CLM00353,46-60,Premium (150K+),Team D,Health,42089.52,76,728.5,4,21,Female,Central,Rejected
CLM00354,18-30,High (70K-150K),Team B,Whole Life,217424.72,14,3490.32,2,8,Male,North,Rejected
CLM00355,18-30,Premium (150K+),Team A,Health,13089.85,89,5257.71,2,1,Female,North,Settled
CLM00356,46-60,Middle (30K-70K),Team A,Term Life,24490.13,72,2472.21,3,7,Female,North,Rejected
CLM00357,18-30,High (70K-150K),Team C,Term Life,14785.79,107,5770.08,1,7,Female,West,Rejected
CLM00358,46-60,Middle (30K-70K),Team B,Auto,5674.28,68,1638.28,1,8,Female,South,Settled
CLM00359,60+,High (70K-150K),Team D,Auto,1502.8,28,2798.17,1,19,Female,North,Rejected
CLM00360,46-60,High (70K-150K),Team C,Auto,5727.71,71,1572.68,3,17,Female,West,Rejected
CLM00361,31-45,High (70K-150K),Team C,Health,2514.05,10,12127.55,1,11,Female,North,Settled
CLM00362,46-60,High (70K-150K),Team B,Health,103251.44,115,3543.99,1,15,Male,West,Settled
CLM00363,31-45,Low (<30K),Team C,Term Life,11636.11,57,739.99,4,9,Male,North,Rejected
CLM00364,31-45,Middle (30K-70K),Team B,Whole Life,8821.06,100,7959.15,1,17,Male,South,Rejected
CLM00365,60+,Premium (150K+),Team D,Whole Life,38831.4,66,1005.72,0,11,Female,Central,Settled
CLM00366,31-45,Premium (150K+),Team C,Health,3476.91,90,1827.96,2,6,Male,North,Settled
CLM00367,60+,Low (<30K),Team B,Whole Life,5322.84,117,2629.74,2,9,Female,Central,Rejected
CLM00368,60+,Low (<30K),Team B,Term Life,14496.85,50,2807.34,3,18,Male,North,Rejected
CLM00369,18-30,Low (<30K),Team A,Health,45913.88,14,2662.39,1,20,Female,South,Settled
CLM00370,18-30,High (70K-150K),Team C,Health,24392.28,16,730.38,2,2,Male,Central,Settled
CLM00371,18-30,High (70K-150K),Team A,Whole Life,17997.54,54,2669.45,1,4,Female,West,Rejected
CLM00372,18-30,Low (<30K),Team C,Term Life,14672.66,43,4361.26,1,18,Male,North,Rejected
CLM00373,18-30,Middle (30K-70K),Team B,Term Life,21596.42,42,4261.99,1,1,Female,North,Rejected
CLM00374,46-60,High (70K-150K),Team C,Term Life,17017.26,81,638.14,1,11,Male,West,Settled
CLM00375,18-30,High (70K-150K),Team D,Term Life,3881.72,110,1070.07,2,3,Male,South,Settled
CLM00376,31-45,Middle (30K-70K),Team C,Health,14119.26,22,783.98,2,8,Female,East,Settled
CLM00377,46-60,Middle (30K-70K),Team C,Health,3683.33,68,2372.86,1,5,Male,North,Rejected
CLM00378,18-30,Middle (30K-70K),Team A,Health,14724.96,19,522.53,2,20,Male,West,Rejected
CLM00379,46-60,Middle (30K-70K),Team A,Whole Life,7504.23,66,736.42,3,21,Male,East,Settled
CLM00380,31-45,Middle (30K-70K),Team C,Health,281322.77,39,1061.98,0,22,Female,North,Settled
CLM00381,18-30,High (70K-150K),Team B,Term Life,12735.22,73,429.48,1,22,Male,Central,Rejected
CLM00382,46-60,Premium (150K+),Team B,Whole Life,2477.27,19,1768.28,0,5,Female,West,Settled
CLM00383,46-60,High (70K-150K),Team A,Health,11372.84,16,335.23,3,11,Male,Central,Settled
CLM00384,60+,High (70K-150K),Team B,Term Life,24915.13,54,2665.84,5,12,Male,South,Rejected
CLM00385,46-60,Low (<30K),Team A,Term Life,99512.32,25,1316.04,0,22,Female,East,Rejected
CLM00386,46-60,Middle (30K-70K),Team D,Auto,6585.71,112,1097.53,2,9,Male,West,Settled
CLM00387,31-45,Low (<30K),Team A,Whole Life,2000.37,18,1250.63,0,21,Female,North,Rejected
CLM00388,18-30,Low (<30K),Team C,Health,35603.68,23,1722.77,3,13,Male,North,Rejected
CLM00389,46-60,High (70K-150K),Team A,Term Life,2548.55,117,2905.3,2,22,Male,East,Rejected
CLM00390,46-60,Premium (150K+),Team C,Health,7915.78,85,5185.79,0,20,Female,Central,Rejected
CLM00391,60+,Low (<30K),Team B,Whole Life,9807.04,11,4068.89,3,3,Female,Central,Rejected
CLM00392,31-45,Middle (30K-70K),Team D,Term Life,12288.75,39,10778.95,0,13,Female,West,Settled
CLM00393,31-45,High (70K-150K),Team D,Health,30546.25,105,3103.35,2,22,Female,West,Rejected
CLM00394,46-60,Low (<30K),Team B,Term Life,5881.92,68,2022.83,0,11,Male,Central,Rejected
CLM00395,31-45,Middle (30K-70K),Team D,Whole Life,9619.28,25,1254.35,4,11,Male,West,Rejected
CLM00396,60+,High (70K-150K),Team D,Term Life,13132.9,63,1288.15,3,21,Male,Central,Settled
CLM00397,60+,High (70K-150K),Team D,Term Life,15986.78,96,2782.85,1,20,Female,East,Settled
CLM00398,31-45,Low (<30K),Team D,Term Life,15023.83,30,812.77,1,21,Female,West,Settled
CLM00399,46-60,Middle (30K-70K),Team A,Term Life,22543.61,45,2171.52,1,7,Male,Central,Settled
CLM00400,46-60,High (70K-150K),Team C,Auto,36776.25,90,1780.96,0,17,Male,West,Settled
CLM00401,18-30,Middle (30K-70K),Team A,Term Life,21400.32,61,1009.81,0,16,Male,North,Settled
CLM00402,60+,Low (<30K),Team A,Whole Life,23024.23,100,779.81,2,14,Female,North,Settled
CLM00403,31-45,High (70K-150K),Team D,Term Life,2000.86,51,13626.53,2,1,Female,South,Settled
CLM00404,46-60,Low (<30K),Team B,Whole Life,14189.72,98,591.55,2,11,Male,Central,Rejected
CLM00405,31-45,High (70K-150K),Team C,Auto,23751.69,9,1712.64,0,13,Male,South,Settled
CLM00406,60+,Low (<30K),Team D,Term Life,32039.65,76,4808.15,0,1,Male,Central,Settled
CLM00407,31-45,Premium (150K+),Team D,Auto,5820.72,2,2760.72,1,2,Female,West,Settled
CLM00408,18-30,Middle (30K-70K),Team D,Term Life,6058.11,102,1237.9,1,9,Female,Central,Rejected
CLM00409,60+,Middle (30K-70K),Team A,Health,6708.15,5,696.65,0,13,Male,North,Settled
CLM00410,18-30,Low (<30K),Team A,Whole Life,25430.3,62,2005.86,4,5,Female,West,Settled
CLM00411,31-45,Middle (30K-70K),Team B,Auto,46196.41,69,218.85,2,9,Male,North,Rejected
CLM00412,60+,Premium (150K+),Team A,Health,8193.1,52,2071.22,1,13,Male,West,Settled
CLM00413,60+,Premium (150K+),Team A,Whole Life,39717.8,86,1859.13,1,5,Female,Central,Rejected
CLM00414,46-60,Middle (30K-70K),Team B,Term Life,15493.5,5,4256.05,1,15,Male,Central,Rejected
CLM00415,46-60,Middle (30K-70K),Team C,Term Life,11508.68,59,724.39,0,7,Female,North,Rejected
CLM00416,31-45,High (70K-150K),Team C,Auto,10366.54,68,1395.8,0,14,Male,East,Settled
CLM00417,31-45,Premium (150K+),Team B,Whole Life,32726.28,9,2564.51,0,16,Male,Central,Rejected
CLM00418,31-45,Middle (30K-70K),Team C,Whole Life,19745.75,93,2131.23,1,6,Female,East,Rejected
CLM00419,46-60,Middle (30K-70K),Team A,Health,205046.18,22,617.63,0,2,Female,West,Rejected
CLM00420,46-60,Middle (30K-70K),Team A,Whole Life,4804.61,27,1077.07,4,16,Male,East,Rejected
CLM00421,46-60,High (70K-150K),Team C,Auto,24877.57,10,5540.99,0,19,Female,North,Settled
CLM00422,46-60,Low (<30K),Team C,Health,7079.5,80,2224.89,1,5,Male,South,Settled
CLM00423,18-30,High (70K-150K),Team C,Health,4707.23,106,477.57,2,4,Male,South,Settled
CLM00424,31-45,Middle (30K-70K),Team A,Auto,13186.64,106,3665.01,2,14,Female,North,Rejected
CLM00425,18-30,High (70K-150K),Team D,Term Life,15753.58,61,503.0,2,6,Male,South,Settled
CLM00426,31-45,Low (<30K),Team C,Term Life,443214.12,51,1414.29,1,8,Male,North,Rejected
CLM00427,31-45,Middle (30K-70K),Team C,Whole Life,10710.98,10,2837.34,4,24,Female,Central,Rejected
CLM00428,60+,Middle (30K-70K),Team C,Term Life,3441.92,6,4774.12,3,3,Male,East,Rejected
CLM00429,31-45,High (70K-150K),Team D,Health,18538.65,62,278.57,0,4,Female,South,Settled
CLM00430,18-30,Low (<30K),Team C,Auto,1108.13,113,3194.78,1,1,Male,Central,Rejected
CLM00431,18-30,Middle (30K-70K),Team C,Whole Life,11963.93,5,3602.49,1,2,Female,South,Rejected
CLM00432,46-60,Middle (30K-70K),Team D,Whole Life,13619.13,70,1157.93,1,13,Male,West,Settled
CLM00433,46-60,Middle (30K-70K),Team C,Auto,34666.2,63,1944.44,4,9,Male,North,Rejected
CLM00434,18-30,High (70K-150K),Team B,Whole Life,42973.83,56,157.34,0,12,Female,North,Settled
CLM00435,18-30,High (70K-150K),Team C,Whole Life,7300.63,59,200.66,4,10,Female,Central,Settled
CLM00436,46-60,High (70K-150K),Team B,Whole Life,11150.76,63,4388.87,0,10,Female,West,Settled
CLM00437,18-30,Middle (30K-70K),Team A,Auto,5327.59,111,1174.84,2,18,Male,East,Rejected
CLM00438,46-60,High (70K-150K),Team C,Health,3450.67,89,1370.64,1,12,Female,West,Settled
CLM00439,46-60,Middle (30K-70K),Team D,Health,19377.61,59,2181.44,1,22,Male,West,Settled
CLM00440,18-30,Low (<30K),Team D,Health,2897.77,51,1349.18,3,16,Female,East,Rejected
CLM00441,18-30,Low (<30K),Team B,Whole Life,8122.94,50,1252.69,1,23,Female,East,Settled
CLM00442,60+,Middle (30K-70K),Team B,Whole Life,4047.24,4,2478.95,2,6,Male,West,Rejected
CLM00443,31-45,High (70K-150K),Team A,Health,25838.47,104,546.52,0,24,Female,South,Settled
CLM00444,31-45,High (70K-150K),Team D,Whole Life,116043.0,48,4573.04,0,24,Male,South,Rejected
CLM00445,46-60,High (70K-150K),Team D,Health,2802.02,32,1503.87,1,21,Male,West,Settled
CLM00446,60+,Middle (30K-70K),Team C,Auto,1445.74,51,808.74,4,24,Female,South,Settled
CLM00447,60+,Middle (30K-70K),Team D,Health,11500.38,52,726.2,4,10,Male,East,Settled
CLM00448,46-60,Low (<30K),Team C,Health,13613.77,99,1870.8,1,15,Female,East,Rejected
CLM00449,31-45,Middle (30K-70K),Team C,Health,17368.11,74,1415.04,1,9,Male,South,Rejected
CLM00450,18-30,Middle (30K-70K),Team A,Health,7819.81,34,523.7,1,24,Female,East,Settled
CLM00451,46-60,Low (<30K),Team B,Whole Life,10501.07,36,1117.15,3,2,Male,North,Rejected
CLM00452,46-60,Low (<30K),Team C,Term Life,20764.76,70,946.38,0,18,Female,East,Rejected
CLM00453,31-45,Middle (30K-70K),Team C,Whole Life,46560.93,43,4961.61,0,12,Male,West,Rejected
CLM00454,60+,High (70K-150K),Team B,Health,1279.14,110,2006.93,2,3,Male,Central,Rejected
CLM00455,18-30,Premium (150K+),Team D,Whole Life,8580.72,16,6345.31,3,7,Female,South,Rejected
CLM00456,31-45,Premium (150K+),Team A,Health,17267.31,59,1024.56,0,9,Male,South,Rejected
CLM00457,18-30,High (70K-150K),Team B,Whole Life,4440.08,53,1432.38,1,8,Male,East,Rejected
CLM00458,31-45,Middle (30K-70K),Team C,Health,106660.22,19,2463.26,1,6,Female,East,Settled
CLM00459,18-30,High (70K-150K),Team C,Term Life,6232.35,98,2931.61,0,1,Female,Central,Rejected
CLM00460,18-30,High (70K-150K),Team C,Health,12713.87,89,3218.89,4,14,Male,Central,Rejected
CLM00461,18-30,Low (<30K),Team B,Whole Life,26035.77,95,888.69,0,16,Male,West,Rejected
CLM00462,46-60,Middle (30K-70K),Team A,Term Life,6571.24,113,908.92,0,16,Female,North,Settled
CLM00463,46-60,High (70K-150K),Team C,Term Life,1456.97,41,1360.58,1,4,Male,West,Settled
CLM00464,46-60,Middle (30K-70K),Team C,Health,7987.35,81,5911.92,0,6,Female,South,Settled
CLM00465,60+,Middle (30K-70K),Team A,Whole Life,45950.9,47,811.96,1,15,Female,East,Rejected
CLM00466,31-45,Middle (30K-70K),Team C,Term Life,8917.1,94,1186.14,1,22,Female,West,Settled
CLM00467,31-45,Low (<30K),Team B,Auto,4838.11,103,3241.81,1,8,Male,East,Rejected
CLM00468,60+,Middle (30K-70K),Team C,Health,40570.91,54,3105.98,1,1,Female,East,Rejected
CLM00469,31-45,Middle (30K-70K),Team D,Auto,8982.83,55,2819.56,2,13,Female,West,Settled
CLM00470,60+,Low (<30K),Team A,Whole Life,7243.12,95,1928.84,2,18,Female,West,Rejected
CLM00471,18-30,Low (<30K),Team A,Whole Life,15984.06,19,771.16,0,18,Male,Central,Settled
CLM00472,60+,High (70K-150K),Team C,Auto,33688.11,62,1040.42,0,13,Female,North,Rejected
CLM00473,18-30,Middle (30K-70K),Team C,Whole Life,232828.23,99,4452.37,0,22,Female,Central,Rejected
CLM00474,60+,Middle (30K-70K),Team C,Health,36050.76,93,3357.36,0,14,Male,North,Settled
CLM00475,31-45,Middle (30K-70K),Team D,Term Life,53734.36,59,621.42,4,11,Male,West,Rejected
CLM00476,60+,Premium (150K+),Team D,Whole Life,7279.67,65,3624.84,1,7,Male,North,Settled
CLM00477,18-30,Middle (30K-70K),Team D,Term Life,3900.88,68,5151.39,2,18,Male,South,Settled
CLM00478,46-60,Middle (30K-70K),Team B,Term Life,14397.32,28,1887.61,1,21,Male,Central,Settled
CLM00479,60+,Premium (150K+),Team B,Term Life,15193.21,18,2542.81,0,22,Male,Central,Rejected
CLM00480,31-45,High (70K-150K),Team B,Term Life,3662.07,26,4061.01,2,4,Female,Central,Settled
CLM00481,46-60,Low (<30K),Team A,Auto,10825.36,104,1036.32,1,17,Female,East,Rejected
CLM00482,46-60,High (70K-150K),Team C,Term Life,21572.64,19,11657.19,0,19,Male,East,Settled
CLM00483,31-45,Middle (30K-70K),Team B,Health,20588.17,55,4810.05,2,14,Female,West,Settled
CLM00484,46-60,Middle (30K-70K),Team D,Health,24468.59,119,2749.63,2,10,Female,West,Rejected
CLM00485,46-60,Low (<30K),Team C,Health,18942.39,57,1758.81,0,6,Male,East,Settled
CLM00486,60+,Low (<30K),Team C,Term Life,7270.57,6,2686.04,1,18,Male,Central,Rejected
CLM00487,18-30,High (70K-150K),Team B,Health,7210.69,1,518.93,2,4,Female,East,Settled
CLM00488,31-45,Middle (30K-70K),Team A,Health,3169.28,8,9563.13,0,11,Female,North,Settled
CLM00489,60+,Middle (30K-70K),Team A,Health,113746.78,97,4460.93,1,13,Female,Central,Rejected
CLM00490,60+,High (70K-150K),Team B,Health,13577.11,51,5832.56,3,8,Female,East,Settled
CLM00491,31-45,High (70K-150K),Team A,Auto,10200.34,107,1853.08,5,10,Male,West,Settled
CLM00492,46-60,Low (<30K),Team C,Health,4382.83,85,1355.29,2,23,Female,East,Settled
CLM00493,31-45,High (70K-150K),Team D,Whole Life,452611.53,88,1054.22,0,11,Male,South,Settled
CLM00494,18-30,Low (<30K),Team D,Health,3684.93,25,3466.36,1,3,Male,East,Rejected
CLM00495,31-45,High (70K-150K),Team C,Term Life,7985.5,47,1199.86,2,15,Male,Central,Settled
CLM00496,31-45,High (70K-150K),Team A,Auto,22004.54,55,1556.37,2,8,Male,East,Rejected
CLM00497,46-60,Premium (150K+),Team D,Term Life,27453.68,64,2799.28,3,20,Female,West,Settled
CLM00498,18-30,Low (<30K),Team D,Whole Life,42172.28,107,1066.93,2,18,Female,North,Settled
CLM00499,60+,Low (<30K),Team A,Health,116906.55,83,4167.86,3,21,Female,South,Rejected
CLM00500,60+,Middle (30K-70K),Team C,Health,24523.55,93,1782.56,4,1,Male,Central,Settled
CLM00501,46-60,Middle (30K-70K),Team B,Whole Life,3762.21,117,541.05,2,24,Female,West,Rejected
CLM00502,31-45,Low (<30K),Team D,Whole Life,9814.99,10,1057.85,0,8,Female,South,Settled
CLM00503,31-45,Premium (150K+),Team D,Auto,19329.72,56,5148.95,1,3,Male,East,Settled
CLM00504,46-60,Low (<30K),Team A,Whole Life,159830.83,12,854.4,0,1,Female,South,Rejected
CLM00505,46-60,Middle (30K-70K),Team D,Auto,2496.47,33,3696.94,0,20,Female,North,Settled
CLM00506,18-30,High (70K-150K),Team C,Term Life,56561.95,71,1992.89,1,16,Male,South,Settled
CLM00507,60+,Middle (30K-70K),Team D,Health,16579.09,17,1575.99,2,9,Female,South,Rejected
CLM00508,46-60,High (70K-150K),Team B,Health,36512.01,61,13495.01,1,17,Female,East,Rejected
CLM00509,60+,Low (<30K),Team D,Term Life,11820.69,10,647.18,3,16,Female,East,Settled
CLM00510,46-60,Middle (30K-70K),Team A,Whole Life,4861.4,31,1000.14,3,23,Female,Central,Settled
CLM00511,46-60,Low (<30K),Team B,Term Life,32894.06,60,1774.47,2,6,Male,East,Rejected
CLM00512,31-45,Low (<30K),Team A,Health,29299.25,70,12488.95,0,23,Female,South,Rejected
CLM00513,60+,Premium (150K+),Team D,Whole Life,42893.19,17,1777.78,3,7,Female,North,Rejected
CLM00514,60+,Low (<30K),Team D,Health,13148.12,50,2251.61,1,24,Male,East,Rejected
CLM00515,18-30,Middle (30K-70K),Team D,Term Life,6504.27,37,1382.06,3,16,Male,Central,Settled
CLM00516,18-30,Middle (30K-70K),Team D,Term Life,2057.93,82,2408.85,3,8,Female,Central,Rejected
CLM00517,31-45,Middle (30K-70K),Team A,Term Life,35712.21,62,1452.36,2,10,Male,South,Rejected
CLM00518,46-60,Premium (150K+),Team B,Whole Life,22218.21,90,3153.47,1,14,Female,East,Settled
CLM00519,60+,Low (<30K),Team A,Health,4192.53,113,3358.84,2,11,Female,East,Settled
CLM00520,18-30,High (70K-150K),Team A,Auto,7000.32,118,1499.24,0,2,Male,Central,Rejected
CLM00521,46-60,Premium (150K+),Team A,Health,7630.35,80,734.81,3,12,Male,East,Settled
CLM00522,31-45,Middle (30K-70K),Team B,Whole Life,2253.9,72,1948.58,1,20,Male,South,Settled
CLM00523,60+,Premium (150K+),Team B,Auto,5007.95,88,5550.8,1,20,Female,North,Rejected
CLM00524,46-60,Low (<30K),Team A,Health,3426.87,77,933.25,1,13,Female,South,Rejected
CLM00525,46-60,Middle (30K-70K),Team A,Auto,8143.91,29,2361.69,5,15,Male,East,Rejected
CLM00526,31-45,Middle (30K-70K),Team A,Whole Life,5505.83,32,689.11,2,12,Male,South,Settled
CLM00527,31-45,High (70K-150K),Team D,Term Life,1896.18,88,786.94,0,13,Female,West,Settled
CLM00528,31-45,Premium (150K+),Team C,Term Life,151313.37,80,5116.84,2,8,Female,West,Settled
CLM00529,18-30,Middle (30K-70K),Team D,Health,60056.97,11,3143.92,1,16,Male,East,Settled
